	antennas	IF	DRArr	DLArr
41	FD	5	(-0.010983354185606257+0.00107026427471179j)	(-0.006763297443671394+0.014847171295116783j)
42	HN	5	(0.032702193141698525+0.053088421214149015j)	(-0.015833316784958067+0.017624071652125345j)
43	KP	5	(-0.010055067818944094+0.012982824359818604j)	(0.0037991593602546576-0.006514379671097933j)
44	LA	5	(0.017800902360959322-0.0030044078403853387j)	(-0.000644237061973343+0.027950472834613146j)
45	MK	5	(0.02104638110148852-0.021675080562677477j)	(0.0196100260904894+0.029759494447880154j)
46	NL	5	(-0.007701223133704997-0.0019912878387598155j)	(-0.020313973030609597-0.016875598605391087j)
47	OV	5	(0.029602337687030383-0.04234509591054654j)	(0.023216713602772637-0.011695379005926035j)
48	PT	5	(0.03352840175437576+0.0529218348623995j)	(-0.019363587417464963+0.045185702201750534j)
49	SC	5	(0.02410065266383047-0.016443070504670615j)	(-0.003941728079399218-0.010678129279398669j)
50	BR	6	(0.022638642068902464+0.004548784643224524j)	(-0.029204495445508606-0.030844263260497898j)
51	FD	6	(0.02083291886931185+0.0009338330237907493j)	(-0.009611898675396737+0.02863165115162237j)
52	HN	6	(0.06487083229337148+0.020160396226852853j)	(-0.039877859625766114+0.0250435265688294j)
53	KP	6	(0.01815044967584192+0.010215785897362486j)	(-0.012106265274726552-0.005636729456807464j)
54	LA	6	(0.022313085927167565-0.03076942997143485j)	(-0.00010987510614981682+0.042356223130959686j)
55	MK	6	(0.013906441020833743-0.04204409374025708j)	(-0.0031357848787308498+0.031091685168111435j)
56	NL	6	(0.003834709329794552-0.004287076602189773j)	(-0.044101204676341196-0.004598727072283792j)
57	OV	6	(-0.014682950290920158-0.053374136033618465j)	(0.0019660532404844554-0.021027412450384718j)
58	PT	6	(0.06671784726207076+0.026768072340364636j)	(-0.016112291484925094+0.056879880805622264j)
59	SC	6	(0.03418431079365289-0.025404673178059597j)	(-0.0003828761505075981-0.011668232661745225j)
60	BR	7	(0.040073470172099813-0.023762065197610593j)	(-0.06456500554042054-0.035972128245583566j)
61	FD	7	(0.03355502663190694-0.04354999584050317j)	(-0.006799865386024622+0.03747381902583267j)
62	HN	7	(0.057608928960804044-0.029407778881797117j)	(-0.054899175982029036+0.031960706707757365j)
63	KP	7	(0.03177371548746018-0.024286031658157504j)	(-0.03226477756768911-0.0008342020745282726j)
64	LA	7	(-0.006601522354576186-0.05504636507958682j)	(0.006245611142539162+0.039982906525150894j)
65	MK	7	(-0.011897075886840866-0.053835936729459855j)	(-0.035555140601000984+0.02951378009315375j)
66	NL	7	(0.010172328206032213-0.02057489637572396j)	(-0.04609874167405286+0.013650118602035887j)
67	OV	7	(-0.03860147566743999-0.013202829601552493j)	(-0.025958013363501693-0.015708893566751505j)
68	PT	7	(0.0764652590088892-0.031846421281593214j)	(-0.0074831807772388695+0.054672640471989005j)
69	SC	7	(0.031965511239742624-0.05676409593115832j)	(-0.011094490391465636-0.02502603183490102j)
70	BR	8	(0.03704076619094234-0.046623043291313615j)	(-0.08554470814110714-0.009092858237980528j)
71	FD	8	(0.004399986016183408-0.07792229279976505j)	(0.005483770484721137+0.025222286022627043j)
72	HN	8	(0.02835844957497399-0.03849878672054053j)	(-0.04350425238288661+0.040683149783625715j)
73	KP	8	(0.012643825676919806-0.05117297033633082j)	(-0.04493626480689097+0.014410774083126599j)
74	LA	8	(-0.039308216680940575-0.04483451698982751j)	(0.020862991688270435+0.02020231426764959j)
75	MK	8	(-0.028212057449191714-0.04962294026432464j)	(-0.057124541486640534+0.03826726761444896j)
76	NL	8	(0.0010388185332156116-0.03607502012807581j)	(-0.026449881344540432+0.014835083290969137j)
77	OV	8	(-0.005281591840143006+0.010974071336990536j)	(-0.039570122121177234+0.006959324995999674j)
78	PT	8	(0.03752115479915335-0.05661514789132135j)	(0.008464361811686996+0.029586133246316437j)
79	SC	8	(0.011435779173425382-0.07979963709942588j)	(-0.039526993686722744-0.026344769764084387j)
