	antennas	IF	DRArr	DLArr
48	PT	5	(0.033097935403842926+0.05282623543920518j)	(-0.01898251670594848+0.045056730909189484j)
49	SC	5	(0.02245527853511753-0.013624739937522657j)	(-0.0019013393967982144-0.008915362483277216j)
50	BR	6	(0.02215597719733548+0.004716958061565146j)	(-0.028825540710656683-0.030547902791802452j)
51	FD	6	(0.020348004865492802+0.0011489773759166618j)	(-0.009142534256405738+0.02879006399400447j)
52	HN	6	(0.06371363349207844+0.020855203285713452j)	(-0.03923653873346278+0.02545737990409468j)
53	KP	6	(0.01765764664963166+0.01030569589486925j)	(-0.011626236697128901-0.005590828188231234j)
54	LA	6	(0.021853195558761404-0.030624420944185583j)	(0.00030120942895234883+0.04251726257216649j)
55	MK	6	(0.013333651844096637-0.04350242367590885j)	(-0.0009968732751390794+0.02877987138358933j)
56	NL	6	(0.0034074816614359927-0.004055882239059823j)	(-0.04367055677614696-0.004238727542935884j)
57	OV	6	(-0.01513916290011811-0.05339413931191727j)	(0.002422561846485408-0.021034735344420578j)
58	PT	6	(0.06623326761361548+0.02691482977578687j)	(-0.015672543468011217+0.056956176628567966j)
59	SC	6	(0.03348902941217981-0.02188949782249959j)	(0.00104524967675623-0.008988802299065178j)
60	BR	7	(0.03960848399463885-0.02335089070783213j)	(-0.0643543654592757-0.035499726717731j)
61	FD	7	(0.03325530217083633-0.04309805192927685j)	(-0.006484427343017096+0.037832902459605626j)
62	HN	7	(0.05690434989117929-0.028325834895782307j)	(-0.05453910935465478+0.032490706252607665j)
63	KP	7	(0.0313731860298767-0.02395708904175473j)	(-0.031871670392016827-0.0005519645420118253j)
64	LA	7	(-0.006917430937425821-0.05469608252857564j)	(0.006553189180082795+0.04035322925762985j)
65	MK	7	(-0.013003144628536419-0.05511766216951071j)	(-0.0323906172780242+0.028336032169296543j)
66	NL	7	(0.00990887279407121-0.020198500277535485j)	(-0.045850709547999+0.01411913609125457j)
67	OV	7	(-0.03908303771481834-0.01295956484346507j)	(-0.025499157369995237-0.015460500611797256j)
68	PT	7	(0.07607810384932073-0.03146241151313809j)	(-0.007181364931150694+0.05498934933575677j)
69	SC	7	(0.03274775504426093-0.053416495639238205j)	(-0.010443574396773646-0.022270067094087836j)
70	BR	8	(0.03648195864866399-0.0461882513296067j)	(-0.08529531283052681-0.008574918130233119j)
71	FD	8	(0.004023631206832745-0.07742101039204657j)	(0.005867927825471203+0.025624735922109513j)
72	HN	8	(0.02773567350536758-0.037057072196934195j)	(-0.043074810543403765+0.041450452679492975j)
73	KP	8	(0.01220644207720819-0.050786919427768466j)	(-0.04450757489259265+0.014722639713425327j)
74	LA	8	(-0.039665637111917715-0.044410202674211266j)	(0.021236048334373325+0.020617884595717093j)
75	MK	8	(-0.02950844967220466-0.05109670696897187j)	(-0.053301362260541454+0.03767544380982907j)
76	NL	8	(0.0007567524404716638-0.03552894987219304j)	(-0.026190051831209517+0.015382653826998525j)
77	OV	8	(-0.00576157902048073+0.011219592603959492j)	(-0.03903839644195519+0.007234021556017623j)
78	PT	8	(0.03708375277462975-0.05617355152759718j)	(0.008861985957248285+0.029957224718589054j)
79	SC	8	(0.012522280807669246-0.07645697119789811j)	(-0.03907880309600447-0.02369986786323689j)
